Hanzi	Definition	Pinyin	Pinyin2	HSK	Formation	Examples
捧	to hold or offer with both hands	pěng		6	Pictophonetic - Hand 扌 suggests the meaning while 奉 provides the pronunciation.	吹捧[chuīpěng]: to flatter, to laud somebody's accomplishments, adulation<br>捧场[pěngchǎng]: to cheer on (originally esp. as paid stooge), to root for somebody, to sing somebody's praises, to flatter<br>捧腹大笑[pěngfùdàxiào]: uproarious, hilarious, to split one's sides laughing, lit. to hold one's belly with both hands
浸	to soak, to immerse, to dip, to percolate, to steep	jìn		6	Pictophonetic - Water 氵 suggests the meaning while -- provides the pronunciation.	浸泡[jìnpào]: to steep, to soak, to immerse<br>沉浸[chénjìn]: to soak, to permeate, to immerse<br>浸透[jìntòu]: soak
砖	tile, brick	zhuān		6	Pictophonetic - Rock 石 suggests the meaning while 专 provides the pronunciation.	瓷砖[cízhuān]: porcelain, ceramic<br>砖头[zhuāntou]: a brick<br>砖块[zhuānkuài]: brick
鼎	tripod, three-legged bronze caldron, Kangxi radical 206	dǐng			Pictograph - Picture of an ancient bronze tripod	一言九鼎[yīyánjiǔdǐng]: one word worth nine sacred tripods, words of enormous weight<br>大名鼎鼎[dàmíngdǐngdǐng]: grand reputation, renowned, famous<br>问鼎[wèndǐng]: lit. to inquire of the tripods, fig. to plan to seize power of the whole country, grand ambitions to win
篮	basket, goal	lán		2	Pictophonetic - Bamboo 竹 suggests the meaning while 监 provides the pronunciation.	篮球[lánqiú]: basketball<br>投篮[tóulán]: to throw at a basket, to shoot (in soccer, basketball etc)<br>摇篮[yáolán]: cradle
蒸	steam, evaporate	zhēng		6	Pictophonetic - Plant 艹 suggests the meaning while 烝 provides the pronunciation.	蒸发[zhēngfā]: to evaporate, evaporation<br>蒸汽[zhēngqì]: steam<br>水蒸气[shuǐzhēngqì]: vapor
饼	round flat cake, cookie, cake, pastry	bǐng		4	Pictophonetic - Food 饣 suggests the meaning while 并 provides the pronunciation.	饼干[bǐnggān]: biscuit, cracker<br>馅饼[xiànbǐng]: meat pie, pie, pasty<br>比萨饼[bǐsàbǐng]: pizza (loanword)
亩	Chinese land measure(one mu3 is 666.66 square meters), fields	mǔ			Pictophonetic - Simplified form of 畝, field 田 with the phonetic component 母 (altered)	英亩[yīngmǔ]: acre<br>公亩[gōngmǔ]: a unit of area in the metric system that is equal to 100 square meters, or 0.01 hectare.
肾	kidney	shèn			Pictophonetic - Simplified form of 腎. Flesh 月 indicates the meaning while 臤 provides the sound	肾脏[shènzàng]: kidney<br>肾结石[shènjiéshí]: kidney stone<br>肾炎[shènyán]: kidney inflammation, nephritis
陡	steep, sloping, abruptly, sudden	dǒu		6	Pictophonetic - Hill阝 suggests the meaning while 走 provides the pronunciation.	陡峭[dǒuqiào]: precipitous<br>陡坡[dǒupō]: steep incline, water chute, sluice<br>陡然[dǒurán]: suddenly, unexpectedly
爪	claw, nail, talon, animal feet, Kangxi radical 87	zhuǎ	zhǎo		Pictograph - Picture of a hand or claw	爪子[zhuǎzi]: (animal's) claw<br>张牙舞爪[zhāngyáwǔzhǎo]: to bare fangs and brandish claws, to make threatening gestures<br>一鳞半爪[yīlínbànzhuǎ]: lit. one scale and half a claw, only odd bits and pieces
兔	rabbit, hare	tù		5	Pictograph - Picture of a rabbit	兔子[tùzi]: hare, rabbit<br>守株待兔[shǒuzhūdàitù]: lit. to guard a tree-stump waiting for rabbits, to wait idly for opportunities, to trust to chance rather than show initiative<br>兔年[tùnián]: Year of the Rabbit (e.g. 2011)
殷	many, great, abundant, flourishing, dynasty name at the end the Shang dynasty	yīn	yān			殷勤[yīnqín]: politely, solicitously, eagerly attentive<br>献殷勤[xiànyīnqín]: to be particularly attentive to (an attractive young lady or man etc), to fawn upon (an influential politician etc), to court somebody's favor, to ingratiate oneself<br>殷切[yīnqiè]: ardent, eager, earnest
贞	virtuous, chaste, pure, loyal	zhēn			Ideograph - Simplified form of 貞, divine卜 with incenses on a incense pot 貝	贞洁[zhēnjié]: chastity<br>忠贞[zhōngzhēn]: honest, loyal and steadfast<br>贞操[zhēncāo]: chastity, virginity, virtue, honor, loyalty
荐	to recommend, to offer, to present, to repeat, to reoccur	jiàn		5	Pictophonetic - Grass 艹 suggests the meaning while 存 provides the pronunciation.	推荐[tuījiàn]: push-commend, recommend<br>推荐信[tuījiànxìn]: recommendation letter<br>举荐[jǔjiàn]: to recommend
哑	dumb, mute, become hoarse, mute	yǎ	yā	6	Pictophonetic - Mouth 口 suggests the meaning while 亚 provides the pronunciation.	聋哑[lóngyǎ]: deaf and dumb<br>哑巴[yǎba]: mute, muted, a dumb person, to be dumb<br>哑铃[yǎlíng]: dumbbell (weight)
炭	charcoal, coal, carbon	tàn		5	Ideograph - Burn 炭 trees on mountains 山 to make charcoal	煤炭[méitàn]: coal<br>木炭[mùtàn]: charcoal<br>活性炭[huóxìngtàn]: activated carbon
坟	grave, mound	fén		6	Pictophonetic - earth 土 with 文 (phonetic)	坟墓[fénmù]: sepulcher, tomb<br>坟地[féndì]: graveyard, cemetery<br>自掘坟墓[zìjuéfénmù]: to dig one's own grave
眨	to wink	zhǎ		6	Pictophonetic - Eye 目 suggests the meaning while 乏 provides the pronunciation.	眨眼[zhǎyǎn]: to blink, to wink, in the twinkling of an eye<br>一眨眼[yīzhǎyǎn]: in a wink
搏	to fight, to combat, to seize, to spring upon, to strike	bó		6	Pictophonetic - Hand 扌 suggests the meaning while 尃 provides the pronunciation.	拼搏[pīnbó]: to struggle, to wrestle<br>搏斗[bódòu]: to wrestle, to fight, to struggle<br>脉搏[màibó]: a pulse (both medical and figurative)
咳	cough	ké	hāi	4	Pictophonetic - Mouth 口 suggests the meaning while 亥 provides the pronunciation.	咳嗽[késòu]: cough<br>百日咳[bǎirìké]: whooping cough, pertussis<br>止咳药水[zhǐkéyàoshuǐ]: cough medicine
拢	to collect, to draw near to, to bring together	lǒng		6	Pictophonetic - Hand 扌 suggests the meaning and dragon 龙 provides the sound	靠拢[kàolǒng]: to draw close to<br>拉拢[lālǒng]: to rope in, fig. to involve somebody, to entice<br>合拢[hélǒng]: to fold, to close
舅	maternal uncle, uncle	jiù		5	Pictophonetic - Man 男 suggests the meaning while 臼 provides the pronunciation.	舅舅[jiùjiù]: mother's brother, maternal uncle<br>小舅子[xiǎojiùzi]: (coll.) wife's younger brother<br>舅妈[jiùmā]: (coll.) aunt, maternal uncle's wife
昧	obscure, dark, darken, conceal	mèi		6	Pictophonetic - Sun 日 suggests the meaning while 未 provides the pronunciation.	愚昧[yúmèi]: ignorant, uneducated<br>暧昧[àimèi]: vague, ambiguous, equivocal, dubious<br>冒昧[màomèi]: bold, presumptuous, to take the liberty of
擅	to monopolize, to claim, to dare, arbitrarily	shàn		6	Pictophonetic - Hand 扌 suggests the meaning while 亶 provides the pronunciation.	擅自[shànzì]: without permission, of one's own initiative<br>擅长[shàncháng]: to be good at, to be expert in<br>擅权[shànquán]: to arrogate power
爽	happy, cheerful, refreshing, bright, clear	shuǎng		6	Pictograph - Picture of fresh air passing through a person 大	爽快[shuǎngkuai]: refreshed, rejuvenated, frank and straightforward<br>凉爽[liángshuǎng]: cool and refreshing<br>清爽[qīngshuǎng]: fresh and cool
咖	coffee, a phonetic	kā	gā	2	Pictophonetic - Mouth 口 suggests the meaning while 加 provides the pronunciation.	咖啡[kāfēi]: coffee<br>咖啡因[kāfēiyīn]: caffeine<br>咖啡店[kāfēidiàn]: café, coffee shop
搁	to place, to put, to lay down, to delay	gē	gé	6	Pictophonetic - Hand 扌 suggests the meaning while 阁 provides the pronunciation.	搁置[gēzhì]: to shelve, to set aside<br>耽搁[dānge]: tarry, stopover, delay<br>搁浅[gēqiǎn]: to be stranded (of ship), to run aground, fig. to run into difficulties and stop
禄	good fortune, official salary	lù			Pictophonetic - Spirit 礻 suggests the meaning while 录 provides the pronunciation.	俸禄[fènglù]: official's salary (in feudal times)<br>高官厚禄[gāoguānhòulù]: high post and generous salary (idiom), promotion to a high official position<br>功名利禄[gōngmínglìlù]: position and wealth, rank, fame and fortune
雌	female, feminine, gentle, soft	cí	cī	6	Pictophonetic - Bird 隹 suggests the meaning while 此 provides the pronunciation.	雌雄[cíxióng]: male and female<br>雌性[cíxìng]: female<br>信口雌黄[xìnkǒucíhuáng]: to speak off the cuff, to casually opine
哨	a whistle, sentry, blow whistle, chirp	shào		6	Pictophonetic - Mouth 口 suggests the meaning while 肖 provides the pronunciation.	口哨[kǒushào]: whistle<br>花哨[huāshào]: fancy<br>哨兵[shàobīng]: sentinel
巩	to secure, to guard, to strengthen, solid, firm	gǒng		6	Pictophonetic - Simplified form of 鞏, secure with leather, 巩 provides sound	巩固[gǒnggù]: to consolidate, consolidation, to strengthen
绢	thick but loosely woven silk	juàn			Pictophonetic - Silk 纟 suggests the meaning while 肙 provides the pronunciation.	手绢[shǒujuàn]: handkerchief
螺	spiral shell, conch, spiral	luó			Pictophonetic - Insect 虫 suggests the meaning while 累 provides the pronunciation.	螺丝[luósī]: screw<br>螺旋[luóxuán]: spiral, helix, screw<br>海螺[hǎiluó]: sea snail, whelk, conch
裹	to wrap, to bind, to encircle, to confine	guǒ		5	Pictophonetic - Cloth衤 suggests the meaning while 果 provides the pronunciation.	包裹[bāoguǒ]: package<br>裹足不前[guǒzúbùqián]: to stand still without advancing, to hesitate and hold back<br>包裹单[bāoguǒdān]: parcel form, package list
昔	formerly, past, former, ancient	xī		6	Pictophonetic - Day 日 suggests the meaning	昔日[xīrì]: formerly, in olden days<br>今非昔比[jīnfēixībǐ]: You can't compare the present with the past., Nothing is as good as in former times., Things ain't what they used to be.<br>往昔[wǎngxī]: in the past
轩	covered carriage, pavilion, balcony	xuān			Pictophonetic - Cart 车 suggests the meaning while 干 provides the pronunciation.	轩然大波[xuānrándàbō]: tempest<br>气宇轩昂[qìyǔxuānáng]: to have an imposing or impressive appearance, impressive appearance, straight and impressive looking
谬	error, exaggeration, absurd, erroneous	miù		6	Pictophonetic - Speech 讠 suggests the meaning while 翏 provides the pronunciation.	荒谬[huāngmiù]: absurd, ridiculous<br>谬论[miùlùn]: misconception, fallacy<br>荒谬绝伦[huāngmiùjuélún]: absolutely ridiculous, preposterous, the height of folly
谍	to spy, spying	dié		6	Pictophonetic - Speech 讠 suggests the meaning while 枼 provides the pronunciation.	间谍[jiàndié]: spy<br>间谍网[jiàndiéwǎng]: spy network<br>反间谍[fǎnjiàndié]: counter-intelligence, protection against espionage
龟	turtle, tortoise, cuckold, Kangxi radical 213	guī	jūn		Pictograph - Picture of a turtle	乌龟[wūguī]: tortoise, cuckold<br>海龟[hǎiguī]: turtle<br>缩头乌龟[suōtóuwūguī]: person who refuses to face reality or confront a problem, ostrich
媳	daughter in law	xí		6	Pictophonetic - Woman 女 suggests the meaning while 息 provides the pronunciation.	媳妇[xífù]: daughter-in-law, wife (of a younger man), young married woman, young woman<br>儿媳[érxí]: daughter-in-law<br>儿媳妇[érxífu]: daughter-in-law
姜	ginger, surname Jiang	jiāng			Pictophonetic - Simplified form of 薑. Plant 艹 suggests the meaning while 畺 provides the pronunciation.	姜汁[jiāngzhī]: ginger ale<br>姜饼[jiāngbǐng]: gingerbread
瞎	blind, reckless, rash	xiā		5	Pictophonetic - Eye 目 suggests the meaning while 害 provides the pronunciation.	瞎子[xiāzi]: blind person<br>瞎说[xiāshuō]: irresponsible talk<br>瞎猜[xiācāi]: make a random guess
冤	injustice, grievance, wrong	yuān		6	Ideograph - It is wrong to keep a wild rabbit 兔 in a house 冖	冤枉[yuānwang]: hatred, injustice, bad luck, unjust treatment, wronged<br>冤大头[yuāndàtóu]: spendthrift and foolish, somebody with more money than sense<br>冤家[yuānjiā]: enemy, foe, in opera, sweetheart or destined love
鸦	crow	yā		6	Pictophonetic - Bird 鸟 suggests the meaning while 牙 provides the pronunciation.	鸦雀无声[yāquèwúshēng]: lit. crow and peacock make no sound, absolute silence, not a single voice can be heard, absolute silence<br>乌鸦[wūyā]: crow, raven<br>乌鸦嘴[wūyāzuǐ]: lit. crow's beak, fig. harbinger of doom, Cassandra, boring person constantly cawing about disaster, to tempt fate by mentioning misfortune
蓬	type of raspberry, disheveled, surname Peng	péng		6	Pictophonetic - Grass 艹 suggests the meaning while 逢 provides the pronunciation.	朝气蓬勃[zhāoqìpéngbó]: full of youthful energy, vigorous, energetic, a bright spark<br>蓬勃[péngbó]: vigorous, flourishing, full of vitality<br>蓬松[péngsōng]: fluffy
巷	lane, alley	xiàng	hàng	6	Pictograph - Picture of street maps	小巷[xiǎoxiàng]: alley<br>巷子[xiàngzi]: alley<br>大街小巷[dàjiēxiǎoxiàng]: great streets and small alleys, everywhere in the city
琳	beautiful jade, gem	lín			Pictophonetic - Jade 王 suggests the meaning while 林 provides the pronunciation.	杰奎琳[jiékuílín]: Jacqueline (name)<br>琳琅满目[línlángmǎnmù]: glittering jewels to delight the eye, fig. a dazzling line-up<br>琳琅[línláng]: glittering jewels
栽	to cultivate, to plant, to care for plants, to stick in	zāi		6	Pictophonetic - Tree 木 suggests the meaning while the rest part provides the pronunciation.	栽培[zāipéi]: to grow, to cultivate, to train, to educate, to patronize<br>栽赃[zāizāng]: to frame somebody (by planting something on them)<br>栽种[zāizhòng]: to plant, to grow
沾	to moisten, to wet, to soak, to touch	zhān		6	Pictophonetic - Water 氵 implies the meaning while 占 provides the sound	沾光[zhānguāng]: to bask in the light, fig. to benefit from association with somebody or something, reflected glory<br>沾满[zhānmǎn]: muddy, covered in (mud, dust, sweat, blood etc)<br>沾染[zhānrǎn]: to pollute (often fig.), to be infected by, to gain a small advantage
诈	to cheat, to defraud, to swindle, to trick, crafty	zhà		6	Pictophonetic - Speech 讠 suggests the meaning while 乍 provides the pronunciation.	诈骗[zhàpiàn]: to defraud, to swindle, to blackmail<br>敲诈[qiāozhà]: to extort with threats, extortion, a protection racket, blackmail<br>欺诈[qīzhà]: to cheat
斋	(Buddhist or Daoist) to fast, to abstain from meat or wine, room, building	zhāi			Ideograph - Script 文 suggests the meaning.	斋期[zhāiqī]: fast days<br>化斋[huàzhāi]: to beg for food (of monks)
瞒	to deceive, to lie, to conceal from, eyes half-closed	mán		6	Pictophonetic - Eye 目 suggests the meaning while -- provides the pronunciation.	隐瞒[yǐnmán]: to conceal, to hide (a taboo subject), to cover up the truth<br>欺瞒[qīmán]: to fool, to hoodwink, to dupe<br>瞒天过海[mántiānguòhǎi]: to cross the sea under cover, to escape by a clever vanishing act
彪	a tiger-cat, stripes, , tiger-like, streaks	biāo			Ideograph - Tiger 虎 with stripes 彡	彪形大汉[biāoxíngdàhàn]: burly chap, husky fellow<br>彪壮[biāozhuàng]: tall and husky, hefty<br>彪形[biāoxíng]: husky, burly
厄	adversity, difficulty, distress	è				厄运[èyùn]: bad luck, misfortune, adversity
咨	inquire, consult, discuss, plan	zī		5	Pictophonetic - Mouth 口 suggests the meaning while 次 provides the pronunciation.	咨询[zīxún]: to consult, to seek advice, consultation, (sales) inquiry (formal)<br>咨文[zīwén]: official communication (between gov. offices of equal rank), report delivered by the head of gov. on affairs of state
纺	to spin, to reel, to weave	fǎng		6	Pictophonetic - Strings 纟 with the phonetic component 方 (square)	纺织[fǎngzhī]: spinning and weaving<br>纺织厂[fǎngzhīchǎng]: textile factory, cotton mill<br>纺织品[fǎngzhīpǐn]: textile, fabrics
罐	jar, jug, pitcher, pot	guàn		6	Pictophonetic - Jar 缶 suggests the meaning while 雚 provides the pronunciation.	罐子[guànzi]: jar, pitcher, pot<br>罐头[guàntóu]: can, tin<br>易拉罐[yìlāguàn]: pull-top can, easy-open can (with ring-pull)
桶	pail, bucket, can, tub, cask	tǒng		4	Pictophonetic - Barrels are made of wood. Wood 木 suggests the meaning while 甬 provides the pronunciation.	垃圾桶[lājītǒng]: rubbish bin, Taiwan pr. le4 se4 tong3<br>马桶[mǎtǒng]: toilet<br>饭桶[fàntǒng]: rice bucket, fathead, good-for-nothing
